product_id,source,brand,product_name,leaf_category,price,original_price,discount_percent,is_on_sale,rating,review_count,description,material_text,dimensions,image_url,color_count,timestamp,product_url
CM933,jcrew,J.Crew,Berkeley shoulder bag in suede,bags,274.19,178,,True,4.827814569536423,151,"Our customer-favorite bag comes in a slightly larger size, with just enough room for everything you need. It's finished with a refreshed, streamlined design, an adjustable shoulder strap, an interior card pocket and a magnetic closure—so it's as practical as it is polished. Please note: The color in this suede fabric may transfer and should be handled with care.100% leather.Leather trim.Cotton lining.Adjustable strap.Hidden magnetic closure.Imported.Select stores.Item CM933.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Leather trim. Cotton lining. Adjustable strap. Hidden magnetic closure. Imported. Select stores. Item CM933.,"10""H x 15""W x 3 1/4""D; 9""-11"" strap drop.","https://www.jcrew.com/s7-img-facade/CM933_EE7690?hei=1950&crop=0,0,1560,0",1,2026-02-23T12:56:40Z,https://www.jcrew.com/p/womens/categories/accessories/bags/berkeley/CM933?display=all&fit=Classic&colorProductCode=CM933&colorCode=EE7690
CM930,jcrew,J.Crew,Berkeley bucket bag in suede,bags,198,,,False,4.0,73,"We took our signature Berkeley bucket bag and softened things up with a new all-suede exterior and a more casual, slouchy shape you'll want to tote around every day. Please note: The color in this fabric may transfer and should be handled with care.100% leather.Tie closure.Imported.Select stores.Item CM930.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Tie closure. Imported. Select stores. Item CM930.,"12 1/2""H x 9""W x 5 7/8""D (bottom); 12 1/2""H x 13 1/4""W x 5 7/8""D (top). 9"" strap drop. Fits 14"" laptop.","https://www.jcrew.com/s7-img-facade/CM930_BL7171_m?hei=1950&crop=0,0,1560,0",2,2026-02-23T12:56:54Z,https://www.jcrew.com/m/womens/categories/accessories/bags/berkeley/ME606?display=all&fit=Classic&colorProductCode=CM930&colorCode=BL7171
CM951,jcrew,J.Crew,Delphine shoulder bag in leather,bags,178,,,False,4.703883495145631,206,"Our design team considered every detail to give this chic carryall a custom feel, from the double-zipper closure to the feet along the bottom that protect against wear and tear. But our favorite innovation has to be the contrast suede lining, which we bonded to the outside for a slouchy-yet-structured finish. Everyday, elevated—indeed.100% leather.Custom hardware.Lined in suede.Imported.Select stores.Item CM951.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Custom hardware. Lined in suede. Imported. Select stores. Item CM951.,"5""H x 10""W x 4 1/4""D; 9 1/2"" strap drop.","https://www.jcrew.com/s7-img-facade/CM951_BK0001?hei=1950&crop=0,0,1560,0",2,2026-02-23T12:57:12Z,https://www.jcrew.com/m/womens/categories/accessories/bags/delphine/ME974?display=all&fit=Classic&colorProductCode=CM951&colorCode=BK0001
CM935,jcrew,J.Crew,Berkeley small shoulder bag in suede,bags,148,,,False,4.81858407079646,226,"Part of our best-selling Berkeley family, this soft suede style can be worn as a shoulder bag or crossbody, thanks to the adjustable strap. It's finished with signature gold-tone hardware and is just roomy enough for your essentials—plus your current book-club read.100% leather.Leather trim.Cotton lining.Removable adjustable crossbody strap.Hidden magnetic closure.Imported.Select stores.Item CM935.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Leather trim. Cotton lining. Removable adjustable crossbody strap. Hidden magnetic closure. Imported. Select stores. Item CM935.,"5 3/4""H x 9 7/8""W x 4"" D; 5 1/2""-7 1/2"" strap drop.","https://www.jcrew.com/s7-img-facade/CM935_RD0136?hei=1950&crop=0,0,1560,0",2,2026-02-23T12:57:26Z,https://www.jcrew.com/m/womens/categories/accessories/bags/berkeley/ME975?display=all&fit=Classic&colorProductCode=CM935&colorCode=RD0136
CM934,jcrew,J.Crew,Berkeley chainlink shoulder bag in suede,bags,366.6,238,,True,4.6521739130434785,92,"Part of our best-selling Berkeley family, this suede shoulder bag comes in a slightly larger size, with just enough room for everything you need. It's finished with a sleek chainlink strap, a refreshed streamlined design, an interior card pocket and a magnetic closure—so it's as practical as it is polished. Please note: The color in this fabric may transfer and should be handled with care.100% leather.Leather trim.Cotton lining.Hidden magnetic closure.Imported.Select stores.Item CM934.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Leather trim. Cotton lining. Hidden magnetic closure. Imported. Select stores. Item CM934.,"10""H x 15""W x 3 1/4""D. 11"" strap drop.","https://www.jcrew.com/s7-img-facade/CM934_BR8760_m?hei=1950&crop=0,0,1560,0",1,2026-02-23T12:57:37Z,https://www.jcrew.com/p/womens/categories/accessories/bags/berkeley/CM934?display=all&fit=Classic&colorProductCode=CM934&colorCode=BR8760
CP050,jcrew,J.Crew,Drawstring pouch bag in leather,bags,148,,,False,4.568627450980392,51,"Bring this sleek, statement-making drawstring bag to your next party for all the compliments. Because we love options, it comes with a removable top handle, so you can wear it on your arm or hold it as a clutch.Leather.Imported.Select stores.Item CP050.",Leather. Imported. Select stores. Item CP050.,"6 1/4""H x 7 3/4""W x 2 5/8""D; 7"" handle drop.","https://www.jcrew.com/s7-img-facade/CP050_BK0001?hei=1950&crop=0,0,1560,0",2,2026-02-23T12:57:58Z,https://www.jcrew.com/m/womens/categories/accessories/bags/clutches-and-pouches/ME782?display=all&fit=Classic&colorProductCode=CP050&colorCode=BK0001
CR297,jcrew,J.Crew,Berkeley structured shoulder bag in suede and croc-embossed leather,bags,289.58,188,,True,4.857142857142857,7,"Part of our best-selling Berkeley family, this structured shoulder bag comes in a slightly smaller size with just enough room for your essentials—plus your current book-club read. It's finished with a zipper closure, inner pockets and croc-embossed leather handles, aka the easiest way to add extra polish. Please note: The color in this fabric may transfer and should be handled with care.Suede body.Leather handles.Imported.Select stores.Item CR297.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",Suede body. Leather handles. Imported. Select stores. Item CR297.,"6""H x 12 3/4""W. 8 1/2"" strap drop.","https://www.jcrew.com/s7-img-facade/CR297_BR8801_m?hei=1950&crop=0,0,1560,0",1,2026-02-23T12:58:31Z,https://www.jcrew.com/p/womens/categories/accessories/bags/berkeley/CR297?display=all&fit=Classic&colorProductCode=CR297&colorCode=BR8801
BZ445,jcrew,J.Crew,Large handknotted packable tote bag,bags,274.19,178,,False,4.556451612903226,124,"Our latest style makes lugging everything around so cute and easy (including itself, since you can fold it neatly to store in your trunk or luggage). Inside, you'll also find an interior pocket so that essentials like your keys, sunglasses and SPF won't get lost.Paper.Leather lining.Imported.Select stores.Item BZ445.",Paper. Leather lining. Imported. Select stores. Item BZ445.,"12 1/2""H x 12 1/2""W x 12 1/2""D; 9"" handle drop.","https://www.jcrew.com/s7-img-facade/BZ445_NA6445?hei=1950&crop=0,0,1560,0",1,2026-02-23T12:59:03Z,https://www.jcrew.com/p/womens/categories/accessories/bags/straw/BZ445?display=all&fit=Classic&colorProductCode=BZ445&colorCode=NA6445
BM842,jcrew,J.Crew,Printed reusable everyday tote,bags,30.04,,,False,4.8493150684931505,73,this eye-catching tote is along for every spring adventure.Cotton.Import.Item BM842.,Cotton. Import. Item BM842.,"15 1/2""H x 17""W x 2 5/8""D; 10"" handle drop.","https://www.jcrew.com/s7-img-facade/BM842_PT8750?hei=1950&crop=0,0,1560,0",1,2026-02-23T12:59:35Z,https://www.jcrew.com/p/womens/categories/accessories/bags/shoulder-bags/BM842?display=all&fit=Classic&colorProductCode=BM842&colorCode=PT8750
CR874,jcrew,J.Crew,Berkeley large tote in leather,bags,505.22,328,,False,5.0,1,"We took our signature tote and sized it up—making room for everything you need (and then some). With a slightly more structured silhouette, sleek flap closure and an extra-spacious interior, it's the all-day, everyday bag you've been waiting for. Plus, you'll love the expertly treated leather with a soft, lived-in patina (aka natural marks that add heritage-inspired character).100% leather.Cotton lining.Imported.Select stores.Item CR874.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Cotton lining. Imported. Select stores. Item CR874.,"10 1/2""H x 15 7/8""W x 7 1/4""D. 8 1/2"" strap drop.","https://www.jcrew.com/s7-img-facade/CR874_EE9608?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:00:07Z,https://www.jcrew.com/p/womens/categories/accessories/bags/berkeley/CR874?display=all&fit=Classic&colorProductCode=CR874&colorCode=EE9608
CR873,jcrew,J.Crew,Evie shoulder bag in leather,bags,228,,,False,5.0,2,"Meet Evie, a slightly larger, more relaxed take on our classic shoulder bags. This one has a soft slouch and two interior compartments for easy organization, plus a lock clasp and clochette detail to hang charms and keys. Plus, you'll love the expertly treated leather with a soft, lived-in patina (aka natural marks that add heritage-inspired character.)100% leather.Imported.Select stores.Item CR873.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Imported. Select stores. Item CR873.,"7 1/2""H x 12 3/8""W x 4""D. 8 1/2"" strap drop.","https://www.jcrew.com/s7-img-facade/CR873_EE9608_m?hei=1950&crop=0,0,1560,0",2,2026-02-23T13:00:39Z,https://www.jcrew.com/m/womens/categories/accessories/bags/shoulder-bags/ME893?display=all&fit=Classic&colorProductCode=CR873&colorCode=EE9608
CR875,jcrew,J.Crew,Berkeley belted bucket bag in suede,bags,351.2,228,,True,,,"We took the slouchy suede bucket bag you love and added a removable belt with a custom buckle (which matches back to our belt collection for peak coordination). To keep things secure, it also comes with an easy self-tie closure on the inside. Please note: Color may transfer onto this style when worn with denim. Please handle with care.100% leather.Imported.Select stores.Item CR875.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Imported. Select stores. Item CR875.,"12 1/2""H x 13 1/4""W x 5 7/8""D. 9"" strap drop.","https://www.jcrew.com/s7-img-facade/CR875_NA6524?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:01:11Z,https://www.jcrew.com/p/womens/categories/accessories/bags/berkeley/CR875?display=all&fit=Classic&colorProductCode=CR875&colorCode=NA6524
CR872,jcrew,J.Crew,Evie shoulder bag in suede,bags,228,,,False,5.0,2,"Meet Evie, a slightly larger, more relaxed take on our classic shoulder bags. This one has a soft slouch and two interior compartments for easy organization, plus a lock clasp and clochette detail to hang charms and keys. Please note: Color may transfer onto this style when worn with denim. Please handle with care.100% leather.Imported.Online only.Item CR872.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Imported. Online only. Item CR872.,"7 1/2""H x 12 3/8""W x 4""D. 8 1/2"" strap drop.","https://www.jcrew.com/s7-img-facade/CR872_EE9641?hei=1950&crop=0,0,1560,0",2,2026-02-23T13:01:43Z,https://www.jcrew.com/m/womens/categories/accessories/bags/shoulder-bags/ME893?display=all&fit=Classic&colorProductCode=CR872&colorCode=EE9641
CM931,jcrew,J.Crew,Berkeley big bucket bag in leather,bags,351.2,228,,True,4.512820512820513,39,"Part of our Berkeley family, we took our signature bucket bag and sized it up—making room for more of what you need, from workday essentials to weekend extras. Crafted in leather that holds its shape—and its own—it's the polished carryall you've been asking for.100% leather.Tie closure.Imported.Select stores.Item CM931.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Tie closure. Imported. Select stores. Item CM931.,"13 1/2""H x 10 5/8""W x 6 1/2""D (bottom). 13 1/2""H x 15""W x 6 1/2""D (top). 10"" strap drop. Fits 16"" laptop.","https://www.jcrew.com/s7-img-facade/CM931_BR8760?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:02:15Z,https://www.jcrew.com/p/womens/categories/accessories/bags/berkeley/CM931?display=all&fit=Classic&colorProductCode=CM931&colorCode=BR8760
CP048,jcrew,J.Crew,Delphine shoulder bag in suede,bags,198,178,,True,4.703883495145631,206,"Our design team considered every detail to give this chic carryall a custom feel, from the double-zipper closure to the feet along the bottom that protect against wear and tear. But our favorite innovation has to be the contrast suede lining, which we bonded to the outside for a slouchy-yet-structured finish. Everyday, elevated—indeed.100% leather.Imported.Select stores.Item CP048.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Imported. Select stores. Item CP048.,"5""H x 10""W x 4 1/4""D; 9 1/2"" strap drop.","https://www.jcrew.com/s7-img-facade/CP048_EE8669?hei=1950&crop=0,0,1560,0",2,2026-02-23T13:02:47Z,https://www.jcrew.com/m/womens/categories/accessories/bags/delphine/ME974?display=all&fit=Classic&colorProductCode=CP048&colorCode=EE8669
CR299,jcrew,J.Crew,Berkeley belted bucket bag in studded leather,bags,382.01,248,,True,4.2,5,"We took the sleek leather bucket bag you love and added a removable grommet-accented belt (which matches back to our belt collection for peak coordination). Bonus: To keep things secure, it also comes with an easy self-tie closure on the inside.Leather.Self-tie closure.Select stores.Item CR299.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",Leather. Self-tie closure. Select stores. Item CR299.,"12 1/2""H x 13 1/4""W. 1 1/8"" strap width. 9"" handle drop.","https://www.jcrew.com/s7-img-facade/CR299_BK0001_m?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:03:19Z,https://www.jcrew.com/p/womens/categories/accessories/bags/berkeley/CR299?display=all&fit=Classic&colorProductCode=CR299&colorCode=BK0001
CP938,jcrew,J.Crew,Berkeley small chainlink shoulder bag in suede,bags,304.98,198,,True,4.81858407079646,226,"Part of our best-selling Berkeley family, this suede shoulder bag comes in our slightly smaller size, with just enough room for your essentials. It's finished with a sleek chainlink strap, a refreshed, streamlined design, an interior card pocket and a magnetic closure—so it's as practical as it is polished. Please note: The color in this fabric may transfer and should be handled with care.100% leather.Imported.Select stores.Item CP938.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Imported. Select stores. Item CP938.,"5 3/4""H x 9 7/8""W x 3 1/2""D; 7 1/2"" handle drop.","https://www.jcrew.com/s7-img-facade/CP938_BK0001_m?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:03:51Z,https://www.jcrew.com/p/womens/categories/accessories/bags/berkeley/CP938?display=all&fit=Classic&colorProductCode=CP938&colorCode=BK0001
CQ923,jcrew,J.Crew,Medium seaport tote bag in washed canvas,Bags & Wallets,150.96,98,,False,,,"Our medium tote bag is built in tough, durable cotton canvas, ideal for hauling all of your stuff. With exterior pockets for a pair of sneakers or a bunch of carrots, this size takes you to and from the farmer's market, the gym or an overnight. You'll find interior pockets, plus a key clip and a name tag so you can personalize the bag.Cotton canvas.Small flag label at front.Interior name label.Spot clean.Imported.Select stores.Item CQ923.",Cotton canvas. Small flag label at front. Interior name label. Spot clean. Imported. Select stores. Item CQ923.,"14""H x 20""W.","https://www.jcrew.com/s7-img-facade/CQ923_PP7944_m?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:04:24Z,https://www.jcrew.com/p/mens/categories/accessories/bags/messengers-and-totes/CQ923?display=all&fit=Classic&colorProductCode=CQ923&colorCode=PP7944
CR880,jcrew,J.Crew,Berkeley small shoulder bag in leather,women,148,,,False,4.747292418772563,277,"This latest addition to our best-selling Berkeley family can be worn as a shoulder bag or crossbody, thanks to the adjustable strap. It's finished with signature gold-tone hardware, colorful leather and a scaled-down proportion that's just roomy enough for your essentials—plus your current book-club read.100% leather.Adjustable strap.Imported.Select stores.Item CR880.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Adjustable strap. Imported. Select stores. Item CR880.,"5 3/4""H x 10""W x 4""D. 7 1/2"" strap drop.","https://www.jcrew.com/s7-img-facade/CR880_PK0312?hei=1950&crop=0,0,1560,0",2,2026-02-23T13:04:56Z,https://www.jcrew.com/m/womens/categories/accessories/bags/ME975?display=all&fit=Classic&colorProductCode=CR880&colorCode=PK0312
CT839,jcrew,J.Crew,Berkeley handknotted bucket bag in raffia,women,304.98,198,,False,,,"We gave your favorite slouchy bucket bag a warm-weather makeover with handknotted raffia and polished leather details. For added security and structure, it also comes with an easy self-tie closure on the inside.Raffia.Handknotted.Imported.Select stores.Item CT839.",Raffia. Handknotted. Imported. Select stores. Item CT839.,"12 1/2""H x 13 1/4""W x 5 7/8""D. 9"" strap drop.","https://www.jcrew.com/s7-img-facade/CT839_EE7109?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:05:28Z,https://www.jcrew.com/p/womens/categories/accessories/bags/CT839?display=all&fit=Classic&colorProductCode=CT839&colorCode=EE7109
CR882,jcrew,J.Crew,Berkeley small handknotted shoulder bag in raffia,women,227.97,148,,False,,,"This latest addition to our best-selling Berkeley family can be worn as a shoulder bag or crossbody, thanks to the adjustable strap. It's finished with signature gold-tone hardware, spring-friendly raffia and a scaled-down proportion that's just roomy enough for your essentials—plus your current book-club read.Raffia.Leather trim.Handknotted.Imported.Select stores.Item CR882.",Raffia. Leather trim. Handknotted. Imported. Select stores. Item CR882.,"6""H x 9 1/2""W x 4 1/4""D. Crossbody strap length: 45 1/2"".","https://www.jcrew.com/s7-img-facade/CR882_EE7109_m?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:06:00Z,https://www.jcrew.com/p/womens/categories/accessories/bags/CR882?display=all&fit=Classic&colorProductCode=CR882&colorCode=EE7109
CR878,jcrew,J.Crew,Berkeley small shoulder bag in studded leather and suede,women,178,148,,False,4.747292418772563,277,"This latest addition to our best-selling Berkeley family can be worn as a shoulder bag or crossbody, thanks to the adjustable strap. It's finished with western-inspired studded leather accents, soft suede and a scaled-down proportion that's just roomy enough for your essentials.100% suede.Adjustable strap.Leather studs.Linen lining.Imported.Select stores.Item CR878.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% suede. Adjustable strap. Leather studs. Linen lining. Imported. Select stores. Item CR878.,"5 3/4""H x 10""W x 4""D. 7 1/2"" strap drop.","https://www.jcrew.com/s7-img-facade/CR878_NA6524_m?hei=1950&crop=0,0,1560,0",2,2026-02-23T13:06:32Z,https://www.jcrew.com/m/womens/categories/accessories/bags/ME975?display=all&fit=Classic&colorProductCode=CR878&colorCode=NA6524
BZ003,jcrew,J.Crew,Como woven straw tote,bags,227.97,148,,False,4.85792349726776,183,"Our woven straw style is perfect for taking everywhere—from the farmer's market to your next beach vacation. Roomy and refined, it features slim leather straps and an updated shape that's flared at the opening for a modern look.Straw.Leather lining.Imported.Select stores.Item BZ003.",Straw. Leather lining. Imported. Select stores. Item BZ003.,"11 1/2""H x 23""W x 8""D; 11"" handle drop.","https://www.jcrew.com/s7-img-facade/BZ003_EB9318?hei=1950&crop=0,0,1560,0",2,2026-02-23T13:07:04Z,https://www.jcrew.com/p/womens/categories/accessories/bags/shoulder-bags/BZ003?display=all&fit=Classic&colorProductCode=BZ003&colorCode=EB9318
CH254,jcrew,J.Crew,Berkeley buckle shoulder bag in handknotted straw,bags,227.97,148,,False,4.5625,16,"Our newest day-to-night take pairs handknotted paper straw and a magnetic leather closure with dramatic gold-tone hardware. Plus, we added a special shout-out to our heritage with oar-shaped details at the base of the handles, which were inspired by our classic labels from the '80s and '90s.Handknotted natural straw body.Leather trim.Imported.Select stores.Item CH254.",Handknotted natural straw body. Leather trim. Imported. Select stores. Item CH254.,"6""H x 9 1/2""W x 2""D. 9"" handle drop.","https://www.jcrew.com/s7-img-facade/CH254_EE7217_m?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:07:15Z,https://www.jcrew.com/p/womens/categories/accessories/bags/berkeley/CH254?display=all&fit=Classic&colorProductCode=CH254&colorCode=EE7217
CR296,jcrew,J.Crew,Berkeley structured shoulder bag in suede,bags,289.58,188,,True,4.4,5,"Part of our best-selling Berkeley family, this soft suede shoulder bag comes in a slightly smaller size with just enough room for your essentials—plus your current book-club read. It's finished with a zipper closure, inner pockets and a structured silhouette that always looks pulled-together. Please note: The color in this fabric may transfer and should be handled with care.Suede.Imported.Select stores.Item CR296.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",Suede. Imported. Select stores. Item CR296.,"6""H x 12 3/4""W. 8 1/2"" strap drop.","https://www.jcrew.com/s7-img-facade/CR296_EE9628_m?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:07:36Z,https://www.jcrew.com/p/womens/categories/accessories/bags/berkeley/CR296?display=all&fit=Classic&colorProductCode=CR296&colorCode=EE9628
CP053,jcrew,J.Crew,Beaded bucket bag,bags,366.6,238,,True,4.909090909090909,11,"Add a little fun to your look with this small bucket bag, featuring all kinds of shimmery beads in a just-right size that goes from day to night.Glass beads.Imported.Select stores.Item CP053.",Glass beads. Imported. Select stores. Item CP053.,"7""H x 6 3/4""W x 4 1/2""D; 10"" handle drop.","https://www.jcrew.com/s7-img-facade/CP053_EE9339?hei=1950&crop=0,0,1560,0",2,2026-02-23T13:07:49Z,https://www.jcrew.com/p/womens/categories/accessories/bags/bucket-bags/CP053?display=all&fit=Classic&colorProductCode=CP053&colorCode=EE9339
BX994,jcrew,J.Crew,Portofino handknotted clutch,bags,197.16,128,,False,4.864406779661017,118,this structured clutch features a sleek magnetic closure that works for every dress code.Raffia.Cotton lining.Imported.Select stores.Item BX994.,Raffia. Cotton lining. Imported. Select stores. Item BX994.,"6 1/2""H x 9 1/2""W x 3 1/2""D.","https://www.jcrew.com/s7-img-facade/BX994_NA6445?hei=1950&crop=0,0,1560,0",2,2026-02-23T13:08:08Z,https://www.jcrew.com/p/womens/categories/accessories/bags/clutches-and-pouches/BX994?display=all&fit=Classic&colorProductCode=BX994&colorCode=NA6445
CR893,jcrew,J.Crew,Delphine shoulder bag in novelty leather,bags,198,178,,True,4.703883495145631,206,"Our design team considered every detail to give this double-zipper carryall a custom feel, from the contrast suede lining to the feet along the bottom that protect against wear and tear. Plus, you'll love the expertly treated leather with a soft, lived-in patina (aka natural marks that add heritage-inspired character).100% leather.Imported.Select stores.Item CR893.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Imported. Select stores. Item CR893.,"5""H x 10""W x 4 1/2""D. 9 1/2"" strap drop.","https://www.jcrew.com/s7-img-facade/CR893_EE9608_m?hei=1950&crop=0,0,1560,0",2,2026-02-23T13:08:21Z,https://www.jcrew.com/m/womens/categories/accessories/bags/delphine/ME974?display=all&fit=Classic&colorProductCode=CR893&colorCode=EE9608
CH247,jcrew,J.Crew,Small rattan top-handle bag,bags,274.19,178,,False,4.829268292682927,41,"This elegant rectangular silhouette (complete with a top-handle detail) is our latest iteration of the rattan bag that we design—by popular demand—each season. From special occasions to everyday, the adaptable style is the perfect plus-one. Bonus: We added a removable crossbody chain for extra versatility.Rattan body.Leather trim.Removable crossbody chain.Imported.Select stores.Item CH247.",Rattan body. Leather trim. Removable crossbody chain. Imported. Select stores. Item CH247.,"5 1/4""H x 7 3/4""W x 3""D. 4 1/2"" handle drop.","https://www.jcrew.com/s7-img-facade/CH247_EE7109_m?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:08:40Z,https://www.jcrew.com/p/womens/categories/accessories/bags/crossbody/CH247?display=all&fit=Classic&colorProductCode=CH247&colorCode=EE7109
CH248,jcrew,J.Crew,Handknotted raffia rectangular clutch,bags,128,,,False,4.490566037735849,53,"This handknotted raffia clutch fits all of your event essentials (keys, lipstick, phone, credit cards and more). P.S. Each bag is woven by hand, so no two are exactly alike.Natural raffia body.Handknotted.Imported.Select stores.Item CH248.",Natural raffia body. Handknotted. Imported. Select stores. Item CH248.,"7 1/2""H x 12""W x 3""D.","https://www.jcrew.com/s7-img-facade/CH248_NA6445_m?hei=1950&crop=0,0,1560,0",2,2026-02-23T13:08:51Z,https://www.jcrew.com/m/womens/categories/accessories/bags/clutches-and-pouches/ME347?display=all&fit=Classic&colorProductCode=CH248&colorCode=NA6445
CR298,jcrew,J.Crew,Berkeley belted bucket bag in suede and croc-embossed leather,bags,382.01,248,,True,4.833333333333333,6,"We took the slouchy suede bucket bag you love and added a removable crocodile-embossed leather belt (which matches back to our belt collection for peak coordination). To keep things secure, it also comes with an easy self-tie closure on the inside. Please note: The color in this fabric may transfer and should be handled with care.Suede body.Removable leather belt.Self-tie closure.Imported.Select stores.Item CR298.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",Suede body. Removable leather belt. Self-tie closure. Imported. Select stores. Item CR298.,"12 1/2""H x 13 1/4""W. 1 1/8"" strap width. 9"" handle drop.","https://www.jcrew.com/s7-img-facade/CR298_BR8801_m?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:09:03Z,https://www.jcrew.com/p/womens/categories/accessories/bags/berkeley/CR298?display=all&fit=Classic&colorProductCode=CR298&colorCode=BR8801
CP052,jcrew,J.Crew,Drawstring pouch bag in satin,bags,181.76,118,,True,5.0,16,"Bring this colorful, statement-making drawstring bag to your next party for all the compliments. Because we love options, it comes with a removable top handle, so you can wear it on your arm or hold it as a clutch.Polyester shell.Polyester lining.Imported.Select stores.Item CP052.",Polyester shell. Polyester lining. Imported. Select stores. Item CP052.,"6 1/4""H x 8""W x 1 5/8""D. 10"" handle drop.","https://www.jcrew.com/s7-img-facade/CP052_RD0136?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:09:24Z,https://www.jcrew.com/p/womens/categories/accessories/bags/clutches-and-pouches/CP052?display=all&fit=Classic&colorProductCode=CP052&colorCode=RD0136
CP051,jcrew,J.Crew,Drawstring pouch bag in crystal-embellished satin,bags,181.76,118,,True,4.909090909090909,11,"Bring this sparkly, statement-making drawstring bag to your next party for all the compliments. Because we love options, it comes with a removable top handle, so you can wear it on your arm or hold it as a clutch.Polyester shell.Polyester lining.Imported.Select stores.Item CP051.",Polyester shell. Polyester lining. Imported. Select stores. Item CP051.,"6 1/4""H x 8""W x 1 5/8""D; 10"" handle drop.","https://www.jcrew.com/s7-img-facade/CP051_BK0001_m?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:09:37Z,https://www.jcrew.com/p/womens/categories/accessories/bags/clutches-and-pouches/CP051?display=all&fit=Classic&colorProductCode=CP051&colorCode=BK0001
CR879,jcrew,J.Crew,Berkeley belted bucket bag in studded suede,women,459.02,298,,False,,,"We took the suede bucket bag you love and added grommet details and a removable belt (which matches back to our belt collection for peak coordination). Bonus: To keep things secure, it also comes with an easy self-tie closure on the inside.100% leather.Imported.Select stores.Item CR879.Leather Working Group™This purchase supportsLWG-certified tanneriesLearn more about our Re-imagined fibersShop all Re-imagined styles",100% leather. Imported. Select stores. Item CR879.,"12 1/2""H x 13 1/4""W x 5 7/8""D. 9"" strap drop.","https://www.jcrew.com/s7-img-facade/CR879_EE7690_ed?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:09:57Z,https://www.jcrew.com/p/womens/categories/accessories/bags/CR879?display=all&fit=Classic&colorProductCode=CR879&colorCode=EE7690
CR886,jcrew,J.Crew,Delphine handknotted shoulder bag in straw,women,274.19,178,,False,,,"Our design team considered every detail to give this chic carryall a custom feel, from the double-zipper closure to the feet along the bottom that protect against wear and tear. For all your warm-weather days, our latest take comes in handknotted straw with smooth leather accents.Paper straw.Handknotted.Imported.Select stores.Item CR886.",Paper straw. Handknotted. Imported. Select stores. Item CR886.,"5""H x 10""W x 4 1/2""D. 9 1/2"" strap drop.","https://www.jcrew.com/s7-img-facade/CR886_EE7109_m?hei=1950&crop=0,0,1560,0",1,2026-02-23T13:10:32Z,https://www.jcrew.com/p/womens/categories/accessories/bags/CR886?display=all&fit=Classic&colorProductCode=CR886&colorCode=EE7109
